Date,30-Sep-18,31-Dec-18,31-Mar-19,30-Jun-19,30-Sep-19,31-Dec-19,31-Mar-20,30-Jun-20,30-Sep-20,31-Dec-20,31-Mar-21,30-Jun-21,30-Sep-21,31-Dec-21,31-Mar-22,30-Jun-22,30-Sep-22,31-Dec-22,31-Mar-23,30-Jun-23,30-Sep-23,31-Dec-23,31-Mar-24,30-Jun-24,30-Sep-24,31-Dec-24,31-Mar-25
ASP,3130.530973,3499.627699,3219.954649,3357.885615,3439.443835,3680.481757,3552.136752,3477.386935,3746.91358,3906.346272,3846.382852,3853.290809,4081.18486,4225.503356,4649.814717,4779.678863,5089.330649,5383.846569,5180.97304,5376.200274,5953.824948,6635.103145,6228.712871,6663.04,7041.342121,7865.418373,7832.463946
